window,year,ckpt,model,n_obs,n_days,R2_OOS_%,acc_%,acc_up_%,acc_dn_%,macroF1_%,LS_ann_%,LS_sharpe,pred_std,LS_std_%,LS_bps_day,LS_maxdd_%,LS_maxdd1d_%,LS_skew,LS_kurt,IC_mean,IC_t,IC_pos_%,long_ann_%,long_sharpe,short_ann_%,short_sharpe
512,2017,-,zero,10615,246,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2017,2016,Chronos_Small_Synthetic,10615,246,-0.949125299670972,50.90909090909091,53.8625693555271,48.57480182155507,50.86340281323195,29.75807613033656,3.2453162393706547,0.001818980676676157,9.169545873319073,11.808760369181174,4.825394979861097,-1.8000333786305807,0.01175142796765478,0.5736005638210351,0.04170546442859662,4.044641754491237,62.19512195121951,26.397014890601014,2.5812594414625956,3.3610612397355495,0.33329316898229305
512,2018,-,zero,10097,247,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2018,2017,Chronos_Small_Synthetic,10097,247,-0.653354669938988,51.441022085768054,54.236157438292196,49.19642857142857,51.398496146385796,23.743181305620194,2.2929997192014273,0.001961264619227213,10.354637685646612,9.421897343500076,6.728781463114197,-1.6978720613083822,0.025350751429158953,-0.0757853737362324,0.03821465681853338,3.59414346281077,58.70445344129555,15.684083091082142,0.9339792698439643,8.059098214538048,0.47642292340006737
512,2019,-,zero,10276,242,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2019,2018,Chronos_Small_Synthetic,10276,242,-1.2589746835413473,51.2066952121448,55.37258130918074,47.47139165743817,51.20275329434857,23.74234218647767,2.432797099848381,0.0017682133588125912,9.759277577220624,9.421564359713361,8.039452849392948,-2.226639163711931,-0.16471792587624656,1.2593216478652796,0.04728604625093213,4.482408489901098,61.98347107438017,37.04234963651479,3.122709590433252,-13.300007450037123,-1.1819422189137612
512,2020,-,zero,11035,245,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2020,2019,Chronos_Small_Synthetic,11035,245,-2.5983604658404325,50.26733121884912,56.96570432086805,44.38202247191011,50.222001688372785,8.793085729582714,0.7704699167333302,0.0030780811617547254,11.412626941833107,3.4893197339613944,8.982314558040372,-3.4233887438301456,-0.35115086271428153,2.4933132204100485,0.020134522994147173,1.9291225192799482,57.95918367346938,14.979419845428554,0.6272650288030673,-6.18633411584584,-0.30061807435618965
512,2021,-,zero,11392,244,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2021,2020,Chronos_Small_Synthetic,11392,244,-0.59236825139386,51.53616573033708,54.62861324551774,48.683766452919336,51.53461678878751,31.658383425159574,2.5733414062201887,0.0019462458092646938,12.302442011245018,12.562850565539515,5.8180784187187085,-1.8586013382485729,-0.03561316394172467,0.15586362007169763,0.0333651458545296,3.2315070605082243,54.91803278688525,43.071721701791176,2.4247843646682448,-11.413338276631592,-0.6044967962988367
512,2022,-,zero,11389,246,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2022,2021,Chronos_Small_Synthetic,11389,246,-1.4531158253090481,49.57415049609272,59.29657794676806,41.23021700114211,49.44187104338702,-9.070882352498629,-0.5552122044208517,0.0022625924358151595,16.3376854476039,-3.599556489086758,18.928412941349983,-4.721114610749702,-0.21487916236750712,2.489571758509981,0.005786941928748961,0.5273920391063752,50.0,-23.927271197600046,-1.0199029202245051,14.856388845101412,0.7106708986714736
512,2023,-,zero,10994,239,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2023,2022,Chronos_Small_Synthetic,10994,239,-1.1164360050269773,50.72766963798435,54.36113236419281,47.433229275060704,50.72530838912762,12.19717134821827,1.089399383232314,0.0021223390058646256,11.196234857439082,4.8401473604040754,10.404558067900316,-2.3964631536714425,-0.08000647219534762,0.30995614273098226,0.021534243713043577,2.067608025056842,56.06694560669456,24.467027514570045,2.029144732683128,-12.26985616635178,-0.9325659655315878
252,2017,-,zero,11276,246,0.0,,,,,,,0.0,,,,,,,,,,,,,
252,2017,2016,Chronos_Small_Synthetic,11276,246,-1.2727764789082219,50.50549840368925,54.45962233828847,47.3801206732296,50.492146449924924,24.058079583695253,2.4786232208255763,0.0018210039109951821,9.706226981800818,9.546856977656846,5.000939313721453,-1.7415913027811176,-0.21626340699612207,0.2985110015681003,0.0541708204589839,5.157262962639678,63.82113821138211,31.331977107263533,3.141834864100163,-7.273897523568283,-0.6514762268236384
252,2018,-,zero,11071,247,0.0,,,,,,,0.0,,,,,,,,,,,,,
252,2018,2017,Chronos_Small_Synthetic,11071,247,-0.9234516556590799,51.68458133863246,52.539971665654726,50.99510603588907,51.58060846745089,20.152977340086647,1.760624911099389,0.001869420234497155,11.446491079978246,7.997213230193114,7.425155571989272,-2.242696970206533,-0.17818163747077342,0.10230536943456725,0.03588542698550473,3.245194228663945,56.2753036437247,5.506978752714018,0.35629766107662875,14.645998587372626,0.8293250960244498
252,2019,-,zero,11359,242,0.0,,,,,,,0.0,,,,,,,,,,,,,
252,2019,2018,Chronos_Small_Synthetic,11359,242,-1.0564679098130858,50.567831675323525,53.800408845939415,47.658079625292736,50.571473097853456,19.333971567650217,2.1584412135813196,0.0017432181133767428,8.957376946843501,7.672210939543738,5.516887441965235,-1.890667217868104,-0.5057931345878598,1.0309395602892142,0.027388337841150755,2.8988943693465172,59.09090909090909,29.24104028439134,2.814647269674395,-9.907068716741113,-0.8585012402548902
252,2020,-,zero,11838,245,0.0,,,,,,,0.0,,,,,,,,,,,,,
252,2020,2019,Chronos_Small_Synthetic,11838,245,-3.2134358013865993,49.35799966210509,57.946960129893554,41.79507545671168,49.24196236571603,-1.3816158995573478,-0.13024324415726082,0.0035507684754166736,10.607965952453782,-0.548260277602122,7.17157206523904,-2.3295803001067803,0.08098980463922349,1.0504560464239376,0.008559572534426501,0.8068276913609629,54.285714285714285,11.039964909725104,0.4837661584872647,-12.421580809282448,-0.5697906433562574
252,2021,-,zero,11757,244,0.0,,,,,,,0.0,,,,,,,,,,,,,
252,2021,2020,Chronos_Small_Synthetic,11757,244,-1.5820908691429825,50.59113719486263,52.37757274662882,48.946250612644995,50.60120525780927,3.000689274046358,0.23216654835051714,0.0020135327367979392,12.924727077890738,1.1907497119231578,12.272830077716101,-1.979134106504115,0.08353227013339798,0.4287637694370532,0.020904385823725197,1.999530673728275,56.557377049180324,27.068736990760883,1.535033251517999,-24.068047716714517,-1.3036487501464675
252,2022,-,zero,11629,246,0.0,,,,,,,0.0,,,,,,,,,,,,,
252,2022,2021,Chronos_Small_Synthetic,11629,246,-1.4987901236056755,49.30776507008341,58.265078183172,41.61738852485217,49.20384064653499,-6.303584141691119,-0.4258498186854417,0.0021541463324563047,14.802364272807935,-2.5014222784488567,12.231946289822071,-2.97208770676205,0.010398205829292243,0.35849125534686443,0.007986683956811787,0.7747204798295956,54.0650406504065,-12.849458922885834,-0.6128691320204809,6.54587478119471,0.2946884091844238
252,2023,-,zero,11398,239,0.0,,,,,,,0.0,,,,,,,,,,,,,
