window,year,ckpt,model,n_members,n_obs,n_days,R2_OOS_%,acc_%,acc_up_%,acc_dn_%,macroF1_%,LS_ann_%,LS_sharpe,pred_std,LS_std_%,LS_bps_day,LS_maxdd_%,LS_maxdd1d_%,LS_skew,LS_kurt,long_ann_%,long_sharpe,short_ann_%,short_sharpe
252,2017,-,zero,421,104208,251,0.0,,,,,,,0.0,,,,,,,,,,
252,2017,2016,TimesFM_20M_US,421,104208,251,-54.089397771981986,53.023760171963765,96.90580207242661,3.296427300696959,37.431374471826786,1.8241000650178472,0.17926805414187338,0.007754607383127883,10.175265602951477,0.7238492321499393,10.018417810306012,-3.3354772408861986,-0.5216570869323606,3.1376971368196025,18.340452131704822,1.585472067784782,-16.51635206668697,-1.9972384163491863
252,2017,2016,Chronos_Small_US,421,104208,251,-0.01397884079621381,51.36361891601413,68.84500126367476,32.2087109399527,49.178170547781605,11.942264566002658,1.5373903991857276,0.0008424426761237487,7.767880280979919,4.73899387539788,5.656877987934794,-2.49540667133349,-0.1448417084773559,3.9350108066318676,27.04965361003024,2.9863443879055325,-15.107389044027576,-1.5689616798470758
252,2018,-,zero,429,105942,251,0.0,,,,,,,0.0,,,,,,,,,,
252,2018,2017,TimesFM_20M_US,429,105942,251,-5.507968555217602,49.57523928187121,47.774611637099,51.47535259083943,49.57389498947612,10.439309058534695,0.8424803744728235,0.004215447160793209,12.39115993065954,4.14258295973599,12.692852518190112,-3.4233028584518856,-0.5103555031137984,1.1948134506169912,-5.57960728000054,-0.3083125149488279,16.018916338535234,0.8877867542316048
252,2018,2017,Chronos_Small_US,429,105942,251,-0.6027183017555116,51.034528326820336,78.39691148083463,22.160358507769608,46.382612646431774,4.229808758878902,0.3910346037906842,0.0012280980809147458,10.816967904822727,1.6784955392376595,6.956898706971226,-2.055697775601099,-0.14002000139381698,0.8151194739689998,-9.091409115109693,-0.45674788031873476,13.321217873988598,0.8425706374671382
252,2019,-,zero,433,108612,252,0.0,,,,,,,0.0,,,,,,,,,,
252,2019,2018,TimesFM_20M_US,433,108612,252,-13.387287496703903,54.7637461790594,92.19701162147206,9.191319082909699,42.3021427517336,6.761966797826116,0.5617939582365089,0.005137720821639572,12.036382197936359,2.6833201578675063,19.095368406784928,-3.0375526472790773,-0.2513596144075672,1.7962749765642556,27.787308727342694,1.6562159423065985,-21.025341929516582,-1.5601264671317123
252,2019,2018,Chronos_Small_US,433,108612,252,-0.12180908103449628,52.802636909365454,75.52950646475827,25.134235724056264,48.09133325859831,9.76826690544644,0.7841936012154213,0.0014158626109000668,12.456448114734178,3.8762963910501744,9.158388229877513,-3.063070478979065,-0.13719332903588205,2.516224409642698,31.55543714647639,2.0948518588606952,-21.787170241029962,-1.2213411700415504
252,2020,-,zero,443,111832,253,0.0,,,,,,,0.0,,,,,,,,,,
252,2020,2019,TimesFM_20M_US,443,111832,253,-3.5132785808421163,52.63073181200372,85.0110964699355,18.279049868864046,46.06942500651987,32.45620046749856,0.804557377692037,0.007552696089039958,40.34044229462268,12.879444629959748,42.668296060943035,-13.767829834115366,-0.5508512726646807,8.563086363739853,31.013922124439276,0.5603046353767206,1.4422783430593062,0.035806410762252
252,2020,2019,Chronos_Small_US,443,111832,253,-4.000351734807017,51.02475141283354,70.01872529301616,31.022488420974316,48.81273682665673,18.45771147381474,0.7989573968616125,0.008961126709055196,23.102247436870282,7.3244886800852145,20.656446052212484,-5.639764809695243,1.8103380619741924,15.828493014488416,35.07195927141592,0.6567166399862089,-16.614247797601173,-0.35817343615692404
252,2021,-,zero,453,113869,252,0.0,,,,,,,0.0,,,,,,,,,,
252,2021,2020,TimesFM_20M_US,453,113869,252,-50.971584052255196,53.000377626922166,99.54995946326048,0.348168331819558,34.95413270719173,17.74981547506589,0.7612557895426405,0.0077142774008388156,23.316493245627612,7.0435775694705915,15.807696539600924,-3.578324700162436,0.2106168101130777,0.5374877580295689,45.04915452305796,1.8618893135480725,-27.299339047992056,-2.386872560585101
252,2021,2020,Chronos_Small_US,453,113869,252,-0.09863176564393061,52.21789951611062,75.56710071311569,26.08991825613079,48.27758798851984,3.911405005985416,0.22806040905009836,0.001629555083665849,17.15074099128794,1.5521448436450065,14.021469883650962,-4.479363422530393,0.21256832600731607,4.686353788935859,31.016251648979967,1.5624849922595667,-27.104846642994545,-1.4480548658367347
252,2022,-,zero,459,115118,251,0.0,,,,,,,0.0,,,,,,,,,,
252,2022,2021,TimesFM_20M_US,459,115118,251,-11.8582270334461,49.183446550496015,93.30032711519759,6.608239289266971,38.012297366545376,-16.54264607887549,-0.8384944651733728,0.004858714815421461,19.728986613471587,-6.564542094791861,22.62742558311578,-5.768880341719422,-0.3108252583929601,1.686043636535382,-21.063798739367247,-0.674382423520826,4.52115266049175,0.18341314273124876
252,2022,2021,Chronos_Small_US,459,115118,251,-1.106657643643727,49.42667523758231,65.15604279020422,34.38754159091689,48.382522581554696,-16.73582412405303,-0.9504199451443093,0.002106093362273804,17.60887301403582,-6.641200049227392,17.736923733214393,-3.8857235386967663,-0.660866898841683,0.8925567786532098,-23.0189698294748,-0.8156806281618082,6.283145705421764,0.19840480695948967
252,2023,-,zero,472,117516,249,0.0,,,,,,,0.0,,,,,,,,,,
252,2023,2022,TimesFM_20M_US,472,117516,249,-15.97345315188765,51.451717212975254,99.39682382298018,0.5543567882392155,34.46305231121742,22.95470418942229,1.5483903465650137,0.0035850372963486875,14.824882007528375,9.1090095989771,11.42727251552892,-2.8871555212932205,-0.35908923470861237,0.4963411759207683,26.245867680818506,1.2992136284440687,-3.2911634913962193,-0.21451682313178477
252,2023,2022,Chronos_Small_US,472,117516,249,-0.7941318232743244,49.851084107695975,45.57037330821476,54.39538269915618,49.81338690843483,-3.217123036872881,-0.23155513963589855,0.0013868791347737485,13.893550546671271,-1.2766361257432066,11.802992538305856,-4.127092945774611,-0.9255862649414874,2.9461697600871997,13.152411259730403,0.8006988671551392,-16.369534296603298,-0.7638799768880485
21,2017,-,zero,421,104739,251,0.0,,,,,,,0.0,,,,,,,,,,
