window,year,ckpt,model,n_members,n_obs,n_days,R2_OOS_%,acc_%,acc_up_%,acc_dn_%,macroF1_%,LS_ann_%,LS_sharpe,pred_std,LS_std_%,LS_bps_day,LS_maxdd_%,LS_maxdd1d_%,LS_skew,LS_kurt,IC_mean,IC_t,IC_pos_%,long_ann_%,long_sharpe,short_ann_%,short_sharpe
512,2017,-,zero,421,103229,251,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2017,2016,TimesFM_20M_US,421,103229,251,-6.727629595620321,50.824865105735796,50.812771075554906,51.93737851770472,51.027388549851935,3.608536057223325,0.3331735527624909,0.0037368601343264712,10.83079982580652,1.4319587528663988,11.46955596723619,-3.0782116774367396,-0.10943346976090981,2.4947759133019454,0.013810639281195336,1.5581856268056926,56.17529880478087,17.07128420671121,1.7040066756850731,-13.462748149487885,-1.2685795896071372
512,2018,-,zero,429,105576,251,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2018,2017,TimesFM_20M_US,429,105576,251,-6.66082340597054,49.88539061908009,56.3423679403679,43.07374895381202,49.56559049504343,9.211882143305262,0.7272259882722041,0.004428006524585776,12.667152015828695,3.6555087870258975,11.752424252427296,-2.3981220889254478,-0.36709492344482386,0.46769630143578844,0.019598685709471375,1.8781709841905625,57.76892430278885,-6.707862578471208,-0.3597953901479176,15.91974472177647,0.9324030249546343
512,2019,-,zero,433,108468,252,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2019,2018,TimesFM_20M_US,433,108468,252,-0.7010189119437404,52.08909540140871,72.36636606378156,27.407452832117084,48.21041484393342,-3.6783102880654073,-0.3575614357117003,0.0016936993979840768,10.287211988462893,-1.4596469397084948,16.74162224613407,-2.4941611845015146,0.04810397577170316,1.5888174589722164,-0.002267909997184996,-0.28465029317236923,50.0,29.389764771737877,1.7882919223095466,-33.06807505980329,-2.0529365981551515
512,2020,-,zero,443,111067,253,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2020,2019,TimesFM_20M_US,443,111067,253,-1.6356656316493634,52.20542555394492,64.85665397911792,39.019137860005245,51.2426431344284,12.655850929027224,0.3019606990288404,0.007443114603828094,41.9122454336962,5.022163067074295,42.03259303516585,-14.728251476447248,-0.32156076293375807,8.382653655880574,0.02591292696978118,1.76064601674408,53.359683794466406,18.895291327523868,0.33570606384029616,-6.239440398496633,-0.15004766382762433
512,2021,-,zero,453,113125,252,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2021,2020,TimesFM_20M_US,453,113125,252,-3.3333576267099208,51.34055248618784,59.090227692922696,43.04513426014093,50.83217695840916,23.39865878501911,1.1775920779578157,0.004295234084623664,19.8699186441515,9.285182057547265,18.03804696466893,-3.8761575286612655,-0.10422175253162586,2.270072720316464,0.031988419831915305,2.406209260261921,59.92063492063492,47.323335768354255,2.3459850834802314,-23.924676983335136,-1.3229969291485564
