ipo_year,ckpt_year,model,n,R2_oos_%,dir_hit_%,cum_sign_%,IC,T3-T1_%,blowup_%
2009,-,baseline:zero,39,0.0,,,,,0.0
2009,-,baseline:momentum,39,-10.555984403517726,49.23076923076923,35.8974358974359,-0.3619433198380567,-16.864775218581645,0.0
2009,-,baseline:reversal,39,-5.289280851831535,50.76923076923077,64.1025641025641,0.3619433198380567,16.864775218581645,0.0
2009,2008,TimesFM_20M_Global,39,-18.884729073398333,50.256410256410255,33.33333333333333,-0.44129554655870445,-22.017803455005865,0.0
2009,2008,TimesFM_20M_US,39,-17.55484522640709,49.65811965811966,51.28205128205128,-0.2680161943319838,-9.359326996965459,0.0
2009,2008,TimesFM_20M_Augmented,39,-36.377072486332395,50.51282051282051,41.02564102564102,-0.31133603238866403,-12.984728945347735,0.0
2009,2008,Chronos_Small_Global,39,-1.429626475547785,50.76923076923077,33.33333333333333,-0.15789473684210525,-1.0936156090977005,0.0
2009,2008,Chronos_Small_US,39,-1.3828091004111753,51.02564102564102,33.33333333333333,-0.012550607287449392,1.337108785183136,0.0
2009,2008,Chronos_Small_Augmented,39,-0.4277675145269777,48.8034188034188,38.46153846153847,-0.154251012145749,-1.3398670809495694,0.0
2010,-,baseline:zero,47,0.0,,,,,0.0
2010,-,baseline:momentum,47,-9.595989084425183,50.070921985815595,44.680851063829785,0.014338575393154489,-1.7800765068218685,0.0
2010,-,baseline:reversal,47,-9.029742235025484,49.9290780141844,55.319148936170215,-0.014338575393154489,1.7800765068218685,0.0
2010,2009,TimesFM_20M_Global,47,-135.84074990029399,50.070921985815595,42.5531914893617,-0.10187326549491212,-2.4060187032519096,0.0
2010,2009,TimesFM_20M_US,47,-19.492257706415607,46.38297872340426,44.680851063829785,-0.004740980573543016,-2.999148289873109,0.0
2010,2009,TimesFM_20M_Augmented,47,-11.85564600636515,51.77304964539007,51.06382978723404,-0.04209065679925994,-0.2236242841323569,0.0
2010,2009,Chronos_Small_Global,47,-25.273996477549822,47.94326241134752,61.702127659574465,-0.053422756706753005,-1.8130439079340723,0.0
2010,2009,Chronos_Small_US,47,-0.8985263042327496,46.87943262411348,59.57446808510638,0.132631822386679,4.654225745685453,0.0
2010,2009,Chronos_Small_Augmented,47,-35.5012087370117,46.52482269503546,57.446808510638306,0.07215541165587419,3.908630421084131,0.0
2011,-,baseline:zero,84,0.0,,,,,0.0
2011,-,baseline:momentum,84,-6.111734909716704,50.95238095238095,46.42857142857143,-0.00686443251999595,2.429453124366117,0.0
2011,-,baseline:reversal,84,-8.094908573921167,49.047619047619044,53.57142857142857,0.00686443251999595,-2.429453124366117,0.0
2011,2010,TimesFM_20M_Global,84,-10.964646915111498,52.5,46.42857142857143,0.057568087475954245,6.4496130527832225,0.0
2011,2010,TimesFM_20M_US,84,-18.928229262565942,48.92857142857142,41.66666666666667,-0.071094461881138,-2.512457397080553,0.0
2011,2010,TimesFM_20M_Augmented,84,-17.143596442192877,53.45238095238095,53.57142857142857,-0.01089399615267794,-0.4562555339510268,0.0
2011,2010,Chronos_Small_Global,84,-32.28602609247591,48.769841269841265,53.57142857142857,-0.03946542472410652,-3.516779710435481,0.0
2011,2010,Chronos_Small_US,84,-0.662324444503648,49.2063492063492,55.952380952380956,0.07168168472208161,4.586161300449546,0.0
2011,2010,Chronos_Small_Augmented,84,-7.452603613249353,47.3015873015873,53.57142857142857,0.15168573453477777,5.297616345632112,0.0
2012,-,baseline:zero,61,0.0,,,,,0.0
2012,-,baseline:momentum,61,-11.26074232634371,50.05464480874316,47.540983606557376,-0.0015335801163405603,1.0240438037267774,0.0
2012,-,baseline:reversal,61,-11.573671227586924,49.94535519125683,52.459016393442624,0.0015335801163405603,-1.0240438037267774,0.0
2012,2011,TimesFM_20M_Global,61,-27.723710153389945,50.81967213114754,50.81967213114754,0.11115811739820199,4.345479753646569,0.0
2012,2011,TimesFM_20M_US,61,-29.590858132794494,47.868852459016395,40.98360655737705,-0.13305129561078793,-1.0148125648738366,0.0
2012,2011,TimesFM_20M_Augmented,61,-12.977314438216968,51.31147540983606,52.459016393442624,0.031200423056583812,2.567605174093923,0.0
2012,2011,Chronos_Small_Global,61,-7.256959076467107,51.09289617486339,55.73770491803278,0.18857747223691165,7.175701696940692,0.0
2012,2011,Chronos_Small_US,61,-0.6859022531542358,48.08743169398907,59.01639344262295,0.0372818614489688,2.3715011719313206,0.0
2012,2011,Chronos_Small_Augmented,61,-13.00929748323707,47.48633879781421,54.09836065573771,-0.041618191433104176,-1.107154329399287,0.0
2013,-,baseline:zero,59,0.0,,,,,0.0
2013,-,baseline:momentum,59,-7.77578044892695,47.79661016949153,40.67796610169492,-0.11034482758620691,-1.6535658002477551,0.0
2013,-,baseline:reversal,59,-6.796171843850063,52.20338983050847,59.32203389830508,0.11034482758620691,1.6535658002477551,0.0
2013,2012,TimesFM_20M_Global,59,-149.3889530633047,53.38983050847458,40.67796610169492,-0.14663939216832264,-5.032554689749852,0.0
2013,2012,TimesFM_20M_US,59,-18.73094656835843,48.75706214689266,44.06779661016949,-0.08673290473407365,-1.0518193292330495,0.0
2013,2012,TimesFM_20M_Augmented,59,-10.97990665962094,51.46892655367231,47.45762711864407,-0.10040911747516075,-1.9384768730186221,0.0
2013,2012,Chronos_Small_Global,59,-39.2092189660852,50.16949152542372,50.847457627118644,-0.22612507305669205,-5.43782260239485,0.0
2013,2012,Chronos_Small_US,59,-1.437810868605549,48.4180790960452,57.6271186440678,-0.07118644067796612,0.6844799608867937,0.0
2013,2012,Chronos_Small_Augmented,59,-41.0281935786601,48.55850763143019,52.54237288135594,-0.10748100526008185,-3.2444230983342113,0.0
2014,-,baseline:zero,51,0.0,,,,,0.0
2014,-,baseline:momentum,51,-9.15251948310436,52.28758169934641,49.01960784313725,-0.1062443438914027,-3.8455706326230796,0.0
