ipo_year,ckpt_year,model,n,R2_oos_%,dir_hit_%,cum_sign_%,IC,T3-T1_%,blowup_%
2009,-,baseline:zero,39,0.0,,,,,0.0
2009,-,baseline:momentum,39,-8.327184967797475,50.085470085470085,43.58974358974359,-0.12793522267206478,0.8833114305308933,0.0
2009,-,baseline:reversal,39,-7.305387121486606,49.14529914529914,56.41025641025641,0.12793522267206478,-0.8833114305308933,0.0
2009,2008,TimesFM_20M_Global,39,-17.426440511537102,47.863247863247864,41.02564102564102,-0.23036437246963565,-7.58000234092566,0.0
2009,2008,TimesFM_20M_US,39,-16.227525082709548,47.26495726495726,56.41025641025641,-0.0714574898785425,1.274598304277462,0.0
2009,2008,TimesFM_20M_Augmented,39,-33.075087276262984,49.572649572649574,48.717948717948715,-0.0728744939271255,0.659234150520916,0.0
2009,2008,Chronos_Small_Global,39,-0.7683959298138809,53.76068376068376,35.8974358974359,-0.05283400809716599,3.8278833603901266,0.0
2009,2008,Chronos_Small_US,39,-1.2368489556657147,53.84615384615385,38.46153846153847,0.059514170040485835,4.560199551969257,0.0
2009,2008,Chronos_Small_Augmented,39,0.043276632413435934,48.63247863247863,43.58974358974359,-0.1534412955465587,1.4307145558816985,0.0
2010,-,baseline:zero,47,0.0,,,,,0.0
2010,-,baseline:momentum,47,-8.324745814307777,49.716312056737586,59.57446808510638,0.1095050878815911,2.5081477782456765,0.0
2010,-,baseline:reversal,47,-13.080650717028618,48.58156028368794,40.42553191489361,-0.1095050878815911,-2.508147778245675,0.0
2010,2009,TimesFM_20M_Global,47,-138.92155691565614,49.787234042553195,48.93617021276596,0.02393617021276596,1.927389146080271,0.0
2010,2009,TimesFM_20M_US,47,-18.084571787736014,49.219858156028366,68.08510638297872,0.04290009250693802,-1.741432303040967,0.0
2010,2009,TimesFM_20M_Augmented,47,-9.901448869468732,50.638297872340424,51.06382978723404,0.1000231267345051,3.5769682926957502,0.0
2010,2009,Chronos_Small_Global,47,-25.86967607247832,50.212765957446805,34.04255319148936,0.23115171137835336,8.743668963460793,0.0
2010,2009,Chronos_Small_US,47,-2.5044689338876047,49.82256919801277,34.04255319148936,-0.014338575393154489,2.4272790866584253,0.0
2010,2009,Chronos_Small_Augmented,47,-0.3260619808857168,49.254790631653655,44.680851063829785,0.14130434782608697,4.589691381878973,0.0
2011,-,baseline:zero,84,0.0,,,,,0.0
2011,-,baseline:momentum,84,-7.179809465291309,48.25396825396825,45.23809523809524,-0.019196112179811684,0.24464026917980497,0.0
2011,-,baseline:reversal,84,-8.920866494215396,50.595238095238095,54.761904761904766,0.019196112179811684,-0.24464026917980428,0.0
2011,2010,TimesFM_20M_Global,84,-13.97790541636159,49.72222222222222,48.80952380952381,-0.017839424926597146,-0.7281707737403036,0.0
2011,2010,TimesFM_20M_US,84,-22.525743199015082,49.404761904761905,41.66666666666667,-0.10841348587627822,-6.040467424974247,0.0
2011,2010,TimesFM_20M_Augmented,84,-17.63863570877968,51.626984126984134,51.19047619047619,-0.02634403158853903,-0.5228881943291284,0.0
2011,2010,Chronos_Small_Global,84,-5.9828696810250825,49.682539682539684,50.0,-0.006722689075630252,1.1669005767689784,0.0
2011,2010,Chronos_Small_US,84,-1.1886975591356874,49.64257347100874,42.857142857142854,-0.08042928014579327,0.09821835918884698,0.0
2011,2010,Chronos_Small_Augmented,84,-5.585705339635605,49.265581579992066,50.0,0.12177786777361549,6.086848494544016,0.0
2012,-,baseline:zero,61,0.0,,,,,0.0
2012,-,baseline:momentum,61,-9.897672740452613,49.34426229508197,55.73770491803278,0.08609201480698042,1.4177106188165145,0.0
2012,-,baseline:reversal,61,-11.291196208961708,48.90710382513661,44.26229508196721,-0.08609201480698042,-1.4177106188165145,0.0
2012,2011,TimesFM_20M_Global,61,-25.723273401533152,49.94535519125683,52.459016393442624,0.16372289793759914,3.1709873110071785,0.0
2012,2011,TimesFM_20M_US,61,-27.38634949594829,48.14207650273224,54.09836065573771,-0.027710206240084603,-2.484314972389391,0.0
2012,2011,TimesFM_20M_Augmented,61,-11.687361889662927,50.05464480874316,54.09836065573771,0.11634056054997352,3.8478782860442324,0.0
2012,2011,Chronos_Small_Global,61,-2.4495431494067743,52.3236741388737,45.90163934426229,0.22517186673717607,5.465782050542681,0.0
2012,2011,Chronos_Small_US,61,-1.1049004118504069,49.04319300164024,44.26229508196721,0.06842940243257535,3.877744525646487,0.0
2012,2011,Chronos_Small_Augmented,61,-3.4579514945437317,49.61748633879781,44.26229508196721,0.10179799048122685,2.274565678874942,0.0
2013,-,baseline:zero,59,0.0,,,,,0.0
2013,-,baseline:momentum,59,-7.535424270686342,48.30508474576271,45.76271186440678,-0.11519579193454121,-1.869269880312624,0.0
2013,-,baseline:reversal,59,-7.348075657800912,50.11299435028248,54.23728813559322,0.11519579193454121,1.869269880312624,0.0
2013,2012,TimesFM_20M_Global,59,-152.00025709022813,51.63841807909605,44.06779661016949,-0.1354763296317943,-5.055522943164531,0.0
2013,2012,TimesFM_20M_US,59,-18.780264044500218,48.58757062146893,49.152542372881356,-0.09929865575686735,-0.9280044304741929,0.0
2013,2012,TimesFM_20M_Augmented,59,-11.33264481546432,49.717514124293785,45.76271186440678,-0.10958503798947984,-1.1735357384609237,0.0
2013,2012,Chronos_Small_Global,59,-63.26975728677213,51.46892655367231,45.76271186440678,-0.1061367621274109,-1.7979510850704268,0.0
2013,2012,Chronos_Small_US,59,-1.3829640776523489,50.36743923120407,47.45762711864407,-0.20286382232612513,-2.274022167499794,0.0
2013,2012,Chronos_Small_Augmented,59,-22.873305899874175,50.70661390616167,47.45762711864407,-0.050438340151957924,-0.44557188490352906,0.0
2014,-,baseline:zero,51,0.0,,,,,0.0
2014,-,baseline:momentum,51,-8.334791751424842,49.869281045751634,50.98039215686274,0.049049773755656105,-3.262714890607172,0.0
2014,-,baseline:reversal,51,-7.047069501863068,48.03921568627451,49.01960784313725,-0.049049773755656105,3.262714890607172,0.0
2014,2013,TimesFM_20M_Global,51,-19.743973501638322,48.03921568627451,47.05882352941176,-0.048868778280542986,-4.315444938744085,0.0
2014,2013,TimesFM_20M_US,51,-24.980365992283325,49.411764705882355,49.01960784313725,-0.049592760180995475,-3.726893622950056,0.0
2014,2013,TimesFM_20M_Augmented,51,-13.671067189801578,49.54248366013072,47.05882352941176,0.06479638009049773,-1.7699648921616191,0.0
2014,2013,Chronos_Small_Global,51,-6.630117903502897,51.798561151079134,45.09803921568628,0.02751131221719457,2.1499496132546003,0.0
2014,2013,Chronos_Small_US,51,-0.936403009189446,48.36601307189542,37.254901960784316,-0.07239819004524886,-3.0321079484944624,0.0
2014,2013,Chronos_Small_Augmented,51,-17.32829687536961,49.64028776978417,45.09803921568628,0.11131221719457014,4.327145347481683,0.0
2015,-,baseline:zero,54,0.0,,,,,0.0
2015,-,baseline:momentum,54,-9.225417865444264,49.81481481481482,48.148148148148145,-0.16378883171335998,-6.076435647973784,0.0
2015,-,baseline:reversal,54,-7.243837433134104,48.641975308641975,51.85185185185185,0.16378883171335998,6.076435647973784,0.0
2015,2014,TimesFM_20M_Global,54,-8.483011504686155,50.55555555555556,48.148148148148145,-0.21616161616161614,-9.185396639910504,0.0
2015,2014,TimesFM_20M_US,54,-10.752168216764257,49.25925925925926,48.148148148148145,-0.2381170192490947,-8.093719528798998,0.0
2015,2014,TimesFM_20M_Augmented,54,-11.696539820678286,47.345679012345684,48.148148148148145,-0.17087859729369162,-5.0755559542149316,0.0
2015,2014,Chronos_Small_Global,54,-0.5538826160643495,50.061728395061735,40.74074074074074,0.002401372212692967,2.7729036679384778,0.0
2015,2014,Chronos_Small_US,54,-0.6687136084178924,50.37037037037037,50.0,0.14755098151324567,6.629475751948225,0.0
2015,2014,Chronos_Small_Augmented,54,0.13635363194179906,50.18518518518519,50.0,0.08770726129216695,3.0402491824320554,0.0
2016,-,baseline:zero,58,0.0,,,,,0.0
2016,-,baseline:momentum,58,-4.616190302871481,48.9080459770115,44.827586206896555,0.08394598418899382,14.28518262221789,0.0
2016,-,baseline:reversal,58,-11.179282323062868,47.758620689655174,55.172413793103445,-0.08394598418899382,-14.28518262221789,0.0
2016,2015,TimesFM_20M_Global,58,-125.79003829191828,49.42528735632184,43.103448275862064,0.09926481897320744,12.624224883865221,0.0
2016,2015,TimesFM_20M_US,58,-6.273775889704836,51.0919540229885,41.37931034482759,0.15168107293364916,13.715188816337271,0.0
2016,2015,TimesFM_20M_Augmented,58,-7.27587809952186,47.81609195402299,44.827586206896555,0.03343689439847427,13.157469530585148,0.0
2016,2015,Chronos_Small_Global,58,-35.00734679949904,47.47126436781609,53.44827586206896,0.22489156848872618,2.6605559503065224,0.0
2016,2015,Chronos_Small_US,58,-0.8490578245008429,48.218390804597696,53.44827586206896,0.2352886892860439,8.99990862117596,0.0
2016,2015,Chronos_Small_Augmented,58,-7.250570991966465,47.701149425287355,58.620689655172406,0.34178227567750474,18.615410023281203,0.0
2017,-,baseline:zero,41,0.0,,,,,0.0
2017,-,baseline:momentum,41,-12.822324867564605,48.861788617886184,46.34146341463415,-0.0162020905923345,-1.3941751255907069,0.0
2017,-,baseline:reversal,41,-8.257602914836015,47.642276422764226,53.65853658536586,0.0162020905923345,1.3941751255907069,0.0
2017,2016,TimesFM_20M_Global,41,-13.737395362196093,50.81300813008131,51.21951219512195,-0.06742160278745646,-3.828434638998077,0.0
2017,2016,TimesFM_20M_US,41,-16.554032530019057,48.78048780487805,48.78048780487805,-0.00888501742160279,-1.3941751255907069,0.0
2017,2016,TimesFM_20M_Augmented,41,-44.08680314347579,46.666666666666664,43.90243902439025,-0.1104529616724739,-3.5898756025185907,0.0
2017,2016,Chronos_Small_Global,41,-2.6445283456749458,50.73170731707317,56.09756097560976,0.1594076655052265,0.2898941732091854,0.0
2017,2016,Chronos_Small_US,41,0.1834994126074574,48.3739837398374,58.536585365853654,0.26916376306620216,4.150520392257773,0.0
2017,2016,Chronos_Small_Augmented,41,-0.3953746713002637,46.422764227642276,58.536585365853654,0.10783972125435543,3.534758466921383,0.0
2018,-,baseline:zero,62,0.0,,,,,0.0
2018,-,baseline:momentum,62,-5.434619672748298,48.225806451612904,50.0,0.04021555740223112,3.341719234679378,0.0
2018,-,baseline:reversal,62,-6.354991873018179,48.817204301075265,50.0,-0.04021555740223112,-3.3417192346793785,0.0
2018,2017,TimesFM_20M_Global,62,-7.904894231366288,49.13978494623656,51.61290322580645,0.030293873234116492,7.061756301057313,0.0
2018,2017,TimesFM_20M_US,62,-5.994195501508814,49.46236559139785,51.61290322580645,0.026264762912039486,5.6178826828683945,0.0
2018,2017,TimesFM_20M_Augmented,62,-14.80955188080484,48.01075268817204,40.32258064516129,-0.026466218428143336,-1.5424156889683494,0.0
2018,2017,Chronos_Small_Global,62,-0.4212452180295978,50.752688172043015,53.2258064516129,0.19024955302057367,-0.7575103295811421,0.0
2018,2017,Chronos_Small_US,62,-0.10405906940105236,50.10752688172043,51.61290322580645,0.219410238976606,1.1947882735491597,0.0
2018,2017,Chronos_Small_Augmented,62,-3.5009288419520113,52.368137782561895,56.451612903225815,0.230137745209136,4.854012695622706,0.0
2019,-,baseline:zero,35,0.0,,,,,0.0
2019,-,baseline:momentum,35,-5.665694705462898,52.38095238095239,40.0,-0.1296918767507003,1.3551103700284388,0.0
2019,-,baseline:reversal,35,-2.744101388174869,43.333333333333336,60.0,0.1296918767507003,-1.3551103700284388,0.0
2019,2018,TimesFM_20M_Global,35,-8.667555354331125,51.42857142857142,51.42857142857142,-0.09635854341736695,0.4175725730299167,0.0
2019,2018,TimesFM_20M_US,35,-10.652679010404743,51.42857142857142,40.0,-0.23221288515406163,-2.03986028432672,0.0
2019,2018,TimesFM_20M_Augmented,35,-17.710481594235116,46.19047619047619,45.714285714285715,-0.12941176470588237,1.639542899169584,0.0
2019,2018,Chronos_Small_Global,35,0.017113981175231885,49.80952380952381,51.42857142857142,-0.18991596638655464,-1.4937645228956655,0.0
2019,2018,Chronos_Small_US,35,-0.17262211890700652,47.23809523809524,51.42857142857142,0.020168067226890758,1.7284707288958479,0.0
2019,2018,Chronos_Small_Augmented,35,-0.43702431996373026,49.238095238095234,48.57142857142857,-0.09159663865546218,-1.5853061040304637,0.0
2020,-,baseline:zero,30,0.0,,,,,0.0
2020,-,baseline:momentum,30,-1.0643385433459107,53.0,53.333333333333336,0.6146829810901,26.37497338348537,0.0
2020,-,baseline:reversal,30,-17.61449818675993,45.33333333333333,46.666666666666664,-0.6146829810901,-26.37497338348537,0.0
