window,year,ckpt,model,n_obs,n_days,R2_OOS_%,acc_%,acc_up_%,acc_dn_%,macroF1_%,LS_ann_%,LS_sharpe,pred_std,LS_std_%,LS_bps_day,LS_maxdd_%,LS_maxdd1d_%,LS_skew,LS_kurt,IC_mean,IC_t,IC_pos_%,long_ann_%,long_sharpe,short_ann_%,short_sharpe
512,2017,-,zero,10615,246,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2017,2016,TimesFM_20M_Synthetic,10615,246,-2.8941097713184982,55.41215261422515,21.895006402048654,81.90251307134425,48.73876031693923,47.47971040603555,4.237027668338487,0.0019857455894726436,11.205900485576556,18.84115492302998,4.08718155807316,-1.841560151971232,-0.07561298528913868,0.29510859480970186,0.09729281244728626,7.95156242630956,72.35772357723577,34.26122156921759,3.1114457507616184,13.218488836817967,1.11875262783392
512,2018,-,zero,10097,247,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2018,2017,TimesFM_20M_Synthetic,10097,247,-60.18621655023646,44.518173714964846,99.82210362463864,0.10714285714285715,30.89562738265056,-2.601959436852293,-0.16590662486426572,0.005883379819909016,15.683276294608799,-1.0325235860524973,17.889565808245756,-4.745040435116072,-0.13344055468883587,2.8524486253129573,-0.0069344346689598265,-0.4959548423409942,49.392712550607285,-2.998050706985329,-0.14579122453711812,0.39609127013303896,0.03171961080069875
512,2019,-,zero,10276,242,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2019,2018,TimesFM_20M_Synthetic,10276,242,-10.46920122836925,47.654729466718564,93.8452037875669,6.238464377999262,37.03004927070819,22.094848157192065,1.7276457732666466,0.003287536640449293,12.788992106532897,8.767796887774628,16.80956463949268,-2.8664211449271253,-0.4131502165960054,1.6834081498212985,0.03517962640757629,2.4874856418732736,59.917355371900825,36.20377225592098,2.3568241622555126,-14.108924098728915,-1.5028370741933148
512,2020,-,zero,11035,245,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2020,2019,TimesFM_20M_Synthetic,11035,245,-8.651168062077975,47.43090167648391,80.48827746560744,18.38610827374872,43.00833492185026,-0.5037215820879849,-0.028925823522868564,0.0037115853059812545,17.414252067525272,-0.19988951670158134,16.96663860998653,-6.212800965028305,-0.5554245339206235,5.72064732627287,0.02749275777445843,1.8530482243286321,53.06122448979592,3.890313053557771,0.147373918293814,-4.394034635645756,-0.23745028640913818
512,2021,-,zero,11392,244,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2021,2020,TimesFM_20M_Synthetic,11392,244,-3.5374883194141837,50.12289325842697,72.08196121478228,29.86837664529193,48.244995848843594,-4.951367893354693,-0.2942421637044612,0.0033349415722459318,16.827526792957784,-1.9648285291090049,22.720772731466575,-3.981026085140925,-0.04356739189697436,1.5676346312534974,0.01913719100238056,1.5074363005272582,51.63934426229508,19.57116099809944,0.8989013147645779,-24.522528891454133,-1.416429972760746
512,2022,-,zero,11389,246,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2022,2021,TimesFM_20M_Synthetic,11389,246,-95.7328620341462,46.18491526911932,100.0,0.0,31.59348909844435,-26.382952571906873,-1.0505403389531551,0.009660651325484387,25.113697774039807,-10.469425623772569,41.168140747879015,-3.869933274261826,0.10539548001692246,0.42601547381465377,-0.010394955357355438,-0.5172627061143251,50.0,-29.265046101527712,-0.980671934284161,2.8820935296208305,0.22525151339327615
512,2023,-,zero,10994,239,0.0,,,,,,,0.0,,,,,,,,,,,,,
512,2023,2022,TimesFM_20M_Synthetic,10994,239,-11.957062339366287,47.635073676550846,99.02448355011477,1.040582726326743,33.154254102845535,34.58023813811524,2.4653741001249454,0.003577880467553543,14.026365465737113,13.722316721474302,6.947730727913537,-2.406654208733701,0.04408297342775105,0.3762318488485792,0.03941761313672295,2.715596219586275,58.15899581589959,38.9970847654239,2.616132091340486,-4.416846627308667,-0.42674929662386746
252,2017,-,zero,11276,246,0.0,,,,,,,0.0,,,,,,,,,,,,,
252,2017,2016,TimesFM_20M_Synthetic,11276,246,-1.0801627791503954,54.78006385242994,41.48252310164725,65.29056843442362,53.23904143600553,56.38861563108396,5.085995677367534,0.001956427895151247,11.087035697260012,22.376434774239662,4.62710568469401,-2.204583484968514,-0.13971081921393652,0.6886478125570425,0.09469365025657267,7.583257369400631,68.29268292682927,37.05057130358816,2.9830678659230596,19.338044327495794,1.7540983921034832
252,2018,-,zero,11071,247,0.0,,,,,,,0.0,,,,,,,,,,,,,
252,2018,2017,TimesFM_20M_Synthetic,11071,247,-36.950386974170904,44.639147321831814,99.77737300141672,0.1957585644371941,31.028724983677375,-20.597512064345903,-1.487972079960058,0.004977090338495665,13.842673758299826,-8.173615898549961,22.71167626019932,-2.4241781629932686,0.10792201169508073,1.281164367040136,-0.020954386403633164,-1.525027890416243,48.178137651821864,-19.619886489923328,-0.9690850692784259,-0.9776255744225789,-0.08234024714126408
252,2019,-,zero,11359,242,0.0,,,,,,,0.0,,,,,,,,,,,,,
252,2019,2018,TimesFM_20M_Synthetic,11359,242,-44.14668077417414,47.53939607359803,99.49823452889798,0.7694881231180997,32.88356245765516,2.4535460365670594,0.21827854243966838,0.005014274989711479,11.240436229526379,0.973629379590103,15.369445406959336,-2.3364540845499944,0.14224190943388515,1.3833929085230716,0.0029256247308252414,0.24446415256546047,47.93388429752066,24.597971299630732,1.7035967991537582,-22.14442526306368,-2.512283758347763
252,2020,-,zero,11838,245,0.0,,,,,,,0.0,,,,,,,,,,,,,
252,2020,2019,TimesFM_20M_Synthetic,11838,245,-15.64259197274287,46.9589457678662,98.80930903842685,1.3026211278792692,33.05474512762822,19.519588471091488,1.0117348240917312,0.004162831555354231,19.29318632341719,7.7458684409093195,20.860431454447316,-4.926739738179721,0.06972964865806754,4.258308501172065,0.01772487004086471,1.1035322849077742,55.10204081632652,27.799359817312975,0.9823425267361239,-8.279771346221478,-0.5337166242822837
252,2021,-,zero,11757,244,0.0,,,,,,,0.0,,,,,,,,,,,,,
252,2021,2020,TimesFM_20M_Synthetic,11757,244,-10.054878301484461,48.201071701964786,88.89283179559972,10.733540271197517,39.97227830947487,17.863052636033718,0.9741445090511186,0.0045849356741730065,18.33716914694055,7.088512950807032,14.684138075627096,-4.555076513967631,-0.24608053762710042,1.925460822023818,0.009259259530947389,0.6446448864961462,53.68852459016394,41.54914092500248,1.7575466816658365,-23.686088288968765,-1.5773093290765203
252,2022,-,zero,11629,246,0.0,,,,,,,0.0,,,,,,,,,,,,,
252,2022,2021,TimesFM_20M_Synthetic,11629,246,-148.87512326632785,46.19485768337776,100.0,0.0,31.59814128580671,-54.99852439541482,-1.952051395871999,0.013174047324417766,28.174731726695388,-21.824811268021755,52.400581447645635,-4.915659010172906,-0.09765723050717345,0.7827226148175703,-0.04130885820794435,-1.9464959628930585,49.59349593495935,-40.79816860914833,-1.282730040605626,-14.200355786266485,-1.1124613380434567
252,2023,-,zero,11398,239,0.0,,,,,,,0.0,,,,,,,,,,,,,
252,2023,2022,TimesFM_20M_Synthetic,11398,239,-20.881041160526827,47.65748376908229,99.92633517495396,0.10053619302949061,32.36341950850745,31.21141910783991,1.9888876084686256,0.0036822327630924826,15.692902391740285,12.385483772952345,9.631264374402182,-2.668610853105079,-0.012010206772282735,-0.060767125182280335,0.0263817572456882,1.6128251010293182,56.06694560669456,33.80753278753216,1.9397578920866647,-2.596113679692257,-0.27141452061096133
21,2017,-,zero,11961,246,0.0,,,,,,,0.0,,,,,,,,,,,,,
21,2017,2016,TimesFM_20M_Synthetic,11961,246,-6.269591079757997,51.37530306830532,43.470887507066145,57.67959122332431,50.565374630582546,16.75146360320245,1.5455032772241968,0.0030985985519707123,10.838840557678363,6.647406191747003,10.624382993217985,-1.9465980475013849,-0.08122678096623508,-0.021164794060862135,0.027873567033588578,2.3910636048449962,55.6910569105691,21.502984845979192,1.8969654308234334,-4.751521242776746,-0.40871334971830336
21,2018,-,zero,11999,247,0.0,,,,,,,0.0,,,,,,,,,,,,,
21,2018,2017,TimesFM_20M_Synthetic,11999,247,-64.76585576104863,44.79539961663472,100.0,0.0,30.93703234718545,-31.187535499442987,-2.0430762265993088,0.005755653806128455,15.26498869371825,-12.376006150572614,27.519378456819965,-4.109342560368985,-0.22324604670927645,1.6345284045651218,-0.04008579581586341,-2.8426607644108643,40.89068825910931,-17.78183817216911,-0.8382274139868533,-13.405697327273872,-1.3265341353672166
21,2019,-,zero,12077,242,0.0,,,,,,,0.0,,,,,,,,,,,,,
21,2019,2018,TimesFM_20M_Synthetic,12077,242,-17.7503749355473,47.81816676326902,95.26214945131511,4.829545454545454,36.14854053814615,12.463215622652585,0.986070811197539,0.003996195707321606,12.63927040646966,4.945720485179597,6.773117750499624,-2.804059623227754,0.11851230673430282,0.962115914804424,0.0013839955372023209,0.10071269254235114,47.5206611570248,28.42438790565956,1.9148584339737886,-15.961172283006979,-1.5905113636542614
